filename,primary_category,people_bucket,cropped_original,colorized_path,topaz_path,person_crops_count,person_crop_paths_json,status,error
670_Parsee_Ladies.jpg,people,group_3_to_5,cropped_originals\670_Parsee_Ladies_cropped.jpg,colorized\670_Parsee_Ladies_color.png,full_restored\670_Parsee_Ladies_topaz.jpg,4,"[""upper_body_crops\\670_Parsee_Ladies_person_01.jpg"", ""upper_body_crops\\670_Parsee_Ladies_person_02.jpg"", ""upper_body_crops\\670_Parsee_Ladies_person_03.jpg"", ""upper_body_crops\\670_Parsee_Ladies_person_04.jpg""]",complete,
1261_Temples_at_source_of_Chrisna_Mahabuleshwar.jpg,people,two_people,cropped_originals\1261_Temples_at_source_of_Chrisna_Mahabuleshwar_cropped.jpg,colorized\1261_Temples_at_source_of_Chrisna_Mahabuleshwar_color.png,full_restored\1261_Temples_at_source_of_Chrisna_Mahabuleshwar_topaz.jpg,1,"[""upper_body_crops\\1261_Temples_at_source_of_Chrisna_Mahabuleshwar_person_01.jpg""]",complete,
671_Bhattia_Women.jpg,people,group_3_to_5,cropped_originals\671_Bhattia_Women_cropped.jpg,colorized\671_Bhattia_Women_color.png,full_restored\671_Bhattia_Women_topaz.jpg,3,"[""upper_body_crops\\671_Bhattia_Women_person_01.jpg"", ""upper_body_crops\\671_Bhattia_Women_person_02.jpg"", ""upper_body_crops\\671_Bhattia_Women_person_03.jpg""]",complete,
672_Canarese_Brahmins.jpg,people,two_people,cropped_originals\672_Canarese_Brahmins_cropped.jpg,colorized\672_Canarese_Brahmins_color.png,full_restored\672_Canarese_Brahmins_topaz.jpg,2,"[""upper_body_crops\\672_Canarese_Brahmins_person_01.jpg"", ""upper_body_crops\\672_Canarese_Brahmins_person_02.jpg""]",complete,
673_Parsee_Children.jpg,people,group_6_plus,cropped_originals\673_Parsee_Children_cropped.jpg,colorized\673_Parsee_Children_color.png,full_restored\673_Parsee_Children_topaz.jpg,6,"[""upper_body_crops\\673_Parsee_Children_person_01.jpg"", ""upper_body_crops\\673_Parsee_Children_person_02.jpg"", ""upper_body_crops\\673_Parsee_Children_person_03.jpg"", ""upper_body_crops\\673_Parsee_Children_person_04.jpg"", ""upper_body_crops\\673_Parsee_Children_person_05.jpg"", ""upper_body_crops\\673_Parsee_Children_person_06.jpg""]",complete,
674_Gosaee_Women.jpg,people,group_3_to_5,cropped_originals\674_Gosaee_Women_cropped.jpg,colorized\674_Gosaee_Women_color.png,full_restored\674_Gosaee_Women_topaz.jpg,5,"[""upper_body_crops\\674_Gosaee_Women_person_01.jpg"", ""upper_body_crops\\674_Gosaee_Women_person_02.jpg"", ""upper_body_crops\\674_Gosaee_Women_person_03.jpg"", ""upper_body_crops\\674_Gosaee_Women_person_04.jpg"", ""upper_body_crops\\674_Gosaee_Women_person_05.jpg""]",complete,
675_Fisherwomen_of_Bombay.jpg,people,group_3_to_5,cropped_originals\675_Fisherwomen_of_Bombay_cropped.jpg,colorized\675_Fisherwomen_of_Bombay_color.png,full_restored\675_Fisherwomen_of_Bombay_topaz.jpg,5,"[""upper_body_crops\\675_Fisherwomen_of_Bombay_person_01.jpg"", ""upper_body_crops\\675_Fisherwomen_of_Bombay_person_02.jpg"", ""upper_body_crops\\675_Fisherwomen_of_Bombay_person_03.jpg"", ""upper_body_crops\\675_Fisherwomen_of_Bombay_person_04.jpg"", ""upper_body_crops\\675_Fisherwomen_of_Bombay_person_05.jpg""]",complete,
677_Bombay_Police.jpg,people,group_3_to_5,cropped_originals\677_Bombay_Police_cropped.jpg,colorized\677_Bombay_Police_color.png,full_restored\677_Bombay_Police_topaz.jpg,4,"[""upper_body_crops\\677_Bombay_Police_person_01.jpg"", ""upper_body_crops\\677_Bombay_Police_person_02.jpg"", ""upper_body_crops\\677_Bombay_Police_person_03.jpg"", ""upper_body_crops\\677_Bombay_Police_person_04.jpg""]",complete,
676_Coolies.jpg,people,two_people,cropped_originals\676_Coolies_cropped.jpg,colorized\676_Coolies_color.png,full_restored\676_Coolies_topaz.jpg,5,"[""upper_body_crops\\676_Coolies_person_01.jpg"", ""upper_body_crops\\676_Coolies_person_02.jpg"", ""upper_body_crops\\676_Coolies_person_03.jpg"", ""upper_body_crops\\676_Coolies_person_04.jpg"", ""upper_body_crops\\676_Coolies_person_05.jpg""]",complete,
678_Madrassee_Shoemakers.jpg,people,group_6_plus,cropped_originals\678_Madrassee_Shoemakers_cropped.jpg,colorized\678_Madrassee_Shoemakers_color.png,full_restored\678_Madrassee_Shoemakers_topaz.jpg,5,"[""upper_body_crops\\678_Madrassee_Shoemakers_person_01.jpg"", ""upper_body_crops\\678_Madrassee_Shoemakers_person_02.jpg"", ""upper_body_crops\\678_Madrassee_Shoemakers_person_03.jpg"", ""upper_body_crops\\678_Madrassee_Shoemakers_person_04.jpg"", ""upper_body_crops\\678_Madrassee_Shoemakers_person_05.jpg""]",complete,
679_Bengalee_Hamalls_or_Bearers.jpg,people,group_3_to_5,cropped_originals\679_Bengalee_Hamalls_or_Bearers_cropped.jpg,colorized\679_Bengalee_Hamalls_or_Bearers_color.png,full_restored\679_Bengalee_Hamalls_or_Bearers_topaz.jpg,4,"[""upper_body_crops\\679_Bengalee_Hamalls_or_Bearers_person_01.jpg"", ""upper_body_crops\\679_Bengalee_Hamalls_or_Bearers_person_02.jpg"", ""upper_body_crops\\679_Bengalee_Hamalls_or_Bearers_person_03.jpg"", ""upper_body_crops\\679_Bengalee_Hamalls_or_Bearers_person_04.jpg""]",complete,
680_A_Hindu_Bridegroom.jpg,people,group_6_plus,cropped_originals\680_A_Hindu_Bridegroom_cropped.jpg,colorized\680_A_Hindu_Bridegroom_color.png,full_restored\680_A_Hindu_Bridegroom_topaz.jpg,6,"[""upper_body_crops\\680_A_Hindu_Bridegroom_person_01.jpg"", ""upper_body_crops\\680_A_Hindu_Bridegroom_person_02.jpg"", ""upper_body_crops\\680_A_Hindu_Bridegroom_person_03.jpg"", ""upper_body_crops\\680_A_Hindu_Bridegroom_person_04.jpg"", ""upper_body_crops\\680_A_Hindu_Bridegroom_person_05.jpg"", ""upper_body_crops\\680_A_Hindu_Bridegroom_person_06.jpg""]",complete,
681_The_Quarter_Deck_of_a_Country_Ship.jpg,people,group_6_plus,cropped_originals\681_The_Quarter_Deck_of_a_Country_Ship_cropped.jpg,colorized\681_The_Quarter_Deck_of_a_Country_Ship_color.png,full_restored\681_The_Quarter_Deck_of_a_Country_Ship_topaz.jpg,21,"[""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_01.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_02.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_03.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_04.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_05.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_06.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_07.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_08.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_09.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_10.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_11.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_12.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_13.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_14.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_15.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_16.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_17.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_18.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_19.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_20.jpg"", ""upper_body_crops\\681_The_Quarter_Deck_of_a_Country_Ship_person_21.jpg""]",complete,
682_Bene_Israel_Teachers.jpg,people,two_people,cropped_originals\682_Bene_Israel_Teachers_cropped.jpg,colorized\682_Bene_Israel_Teachers_color.png,full_restored\682_Bene_Israel_Teachers_topaz.jpg,2,"[""upper_body_crops\\682_Bene_Israel_Teachers_person_01.jpg"", ""upper_body_crops\\682_Bene_Israel_Teachers_person_02.jpg""]",complete,
683_Goanese.jpg,people,group_3_to_5,cropped_originals\683_Goanese_cropped.jpg,colorized\683_Goanese_color.png,full_restored\683_Goanese_topaz.jpg,4,"[""upper_body_crops\\683_Goanese_person_01.jpg"", ""upper_body_crops\\683_Goanese_person_02.jpg"", ""upper_body_crops\\683_Goanese_person_03.jpg"", ""upper_body_crops\\683_Goanese_person_04.jpg""]",complete,
688_Ahmedabad.jpg,people,group_6_plus,cropped_originals\688_Ahmedabad_cropped.jpg,colorized\688_Ahmedabad_color.png,full_restored\688_Ahmedabad_topaz.jpg,0,[],complete,
690_The_Chowpattee_of_Former_Days_Bombay.jpg,people,two_people,cropped_originals\690_The_Chowpattee_of_Former_Days_Bombay_cropped.jpg,colorized\690_The_Chowpattee_of_Former_Days_Bombay_color.png,full_restored\690_The_Chowpattee_of_Former_Days_Bombay_topaz.jpg,0,[],complete,
693_Train_on_bridge.jpg,people,two_people,cropped_originals\693_Train_on_bridge_cropped.jpg,colorized\693_Train_on_bridge_color.png,full_restored\693_Train_on_bridge_topaz.jpg,2,"[""upper_body_crops\\693_Train_on_bridge_person_01.jpg"", ""upper_body_crops\\693_Train_on_bridge_person_02.jpg""]",complete,
700_Caves_of_Karlie_5_Left_Recess_of_Porch.jpg,people,group_3_to_5,cropped_originals\700_Caves_of_Karlie_5_Left_Recess_of_Porch_cropped.jpg,colorized\700_Caves_of_Karlie_5_Left_Recess_of_Porch_color.png,full_restored\700_Caves_of_Karlie_5_Left_Recess_of_Porch_topaz.jpg,9,"[""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_01.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_02.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_03.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_04.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_05.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_06.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_07.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_08.jpg"", ""upper_body_crops\\700_Caves_of_Karlie_5_Left_Recess_of_Porch_person_09.jpg""]",complete,
702_Railway_Viaduct_on_the_Thul_Ghaut_line.jpg,people,two_people,cropped_originals\702_Railway_Viaduct_on_the_Thul_Ghaut_line_cropped.jpg,colorized\702_Railway_Viaduct_on_the_Thul_Ghaut_line_color.png,full_restored\702_Railway_Viaduct_on_the_Thul_Ghaut_line_topaz.jpg,2,"[""upper_body_crops\\702_Railway_Viaduct_on_the_Thul_Ghaut_line_person_01.jpg"", ""upper_body_crops\\702_Railway_Viaduct_on_the_Thul_Ghaut_line_person_02.jpg""]",complete,
708_Nagar_Brahmins.jpg,people,group_6_plus,cropped_originals\708_Nagar_Brahmins_cropped.jpg,colorized\708_Nagar_Brahmins_color.png,full_restored\708_Nagar_Brahmins_topaz.jpg,8,"[""upper_body_crops\\708_Nagar_Brahmins_person_01.jpg"", ""upper_body_crops\\708_Nagar_Brahmins_person_02.jpg"", ""upper_body_crops\\708_Nagar_Brahmins_person_03.jpg"", ""upper_body_crops\\708_Nagar_Brahmins_person_04.jpg"", ""upper_body_crops\\708_Nagar_Brahmins_person_05.jpg"", ""upper_body_crops\\708_Nagar_Brahmins_person_06.jpg"", ""upper_body_crops\\708_Nagar_Brahmins_person_07.jpg"", ""upper_body_crops\\708_Nagar_Brahmins_person_08.jpg""]",complete,
709_Nagar_Brahmin_Women.jpg,people,two_people,cropped_originals\709_Nagar_Brahmin_Women_cropped.jpg,colorized\709_Nagar_Brahmin_Women_color.png,full_restored\709_Nagar_Brahmin_Women_topaz.jpg,2,"[""upper_body_crops\\709_Nagar_Brahmin_Women_person_01.jpg"", ""upper_body_crops\\709_Nagar_Brahmin_Women_person_02.jpg""]",complete,
710_Owditch_or_Water_Brahmin.jpg,people,group_3_to_5,cropped_originals\710_Owditch_or_Water_Brahmin_cropped.jpg,colorized\710_Owditch_or_Water_Brahmin_color.png,full_restored\710_Owditch_or_Water_Brahmin_topaz.jpg,3,"[""upper_body_crops\\710_Owditch_or_Water_Brahmin_person_01.jpg"", ""upper_body_crops\\710_Owditch_or_Water_Brahmin_person_02.jpg"", ""upper_body_crops\\710_Owditch_or_Water_Brahmin_person_03.jpg""]",complete,
712_Vulbacharya_Maharajas.jpg,people,group_6_plus,cropped_originals\712_Vulbacharya_Maharajas_cropped.jpg,colorized\712_Vulbacharya_Maharajas_color.png,full_restored\712_Vulbacharya_Maharajas_topaz.jpg,5,"[""upper_body_crops\\712_Vulbacharya_Maharajas_person_01.jpg"", ""upper_body_crops\\712_Vulbacharya_Maharajas_person_02.jpg"", ""upper_body_crops\\712_Vulbacharya_Maharajas_person_03.jpg"", ""upper_body_crops\\712_Vulbacharya_Maharajas_person_04.jpg"", ""upper_body_crops\\712_Vulbacharya_Maharajas_person_05.jpg""]",complete,
711_Smarth_Brahmins.jpg,people,two_people,cropped_originals\711_Smarth_Brahmins_cropped.jpg,colorized\711_Smarth_Brahmins_color.png,full_restored\711_Smarth_Brahmins_topaz.jpg,2,"[""upper_body_crops\\711_Smarth_Brahmins_person_01.jpg"", ""upper_body_crops\\711_Smarth_Brahmins_person_02.jpg""]",complete,
713_A_Kyast_Banian_Family_of_Surat.jpg,people,group_3_to_5,cropped_originals\713_A_Kyast_Banian_Family_of_Surat_cropped.jpg,colorized\713_A_Kyast_Banian_Family_of_Surat_color.png,full_restored\713_A_Kyast_Banian_Family_of_Surat_topaz.jpg,4,"[""upper_body_crops\\713_A_Kyast_Banian_Family_of_Surat_person_01.jpg"", ""upper_body_crops\\713_A_Kyast_Banian_Family_of_Surat_person_02.jpg"", ""upper_body_crops\\713_A_Kyast_Banian_Family_of_Surat_person_03.jpg"", ""upper_body_crops\\713_A_Kyast_Banian_Family_of_Surat_person_04.jpg""]",complete,
716_Banians_of_Damnaggar_Kutch.jpg,people,group_6_plus,cropped_originals\716_Banians_of_Damnaggar_Kutch_cropped.jpg,colorized\716_Banians_of_Damnaggar_Kutch_color.png,full_restored\716_Banians_of_Damnaggar_Kutch_topaz.jpg,4,"[""upper_body_crops\\716_Banians_of_Damnaggar_Kutch_person_01.jpg"", ""upper_body_crops\\716_Banians_of_Damnaggar_Kutch_person_02.jpg"", ""upper_body_crops\\716_Banians_of_Damnaggar_Kutch_person_03.jpg"", ""upper_body_crops\\716_Banians_of_Damnaggar_Kutch_person_04.jpg""]",complete,
714_Banians_of_Surat_Gogo_and_Ahmedabad.jpg,people,group_6_plus,cropped_originals\714_Banians_of_Surat_Gogo_and_Ahmedabad_cropped.jpg,colorized\714_Banians_of_Surat_Gogo_and_Ahmedabad_color.png,full_restored\714_Banians_of_Surat_Gogo_and_Ahmedabad_topaz.jpg,5,"[""upper_body_crops\\714_Banians_of_Surat_Gogo_and_Ahmedabad_person_01.jpg"", ""upper_body_crops\\714_Banians_of_Surat_Gogo_and_Ahmedabad_person_02.jpg"", ""upper_body_crops\\714_Banians_of_Surat_Gogo_and_Ahmedabad_person_03.jpg"", ""upper_body_crops\\714_Banians_of_Surat_Gogo_and_Ahmedabad_person_04.jpg"", ""upper_body_crops\\714_Banians_of_Surat_Gogo_and_Ahmedabad_person_05.jpg""]",complete,
715_Banian_Women.jpg,people,two_people,cropped_originals\715_Banian_Women_cropped.jpg,colorized\715_Banian_Women_color.png,full_restored\715_Banian_Women_topaz.jpg,2,"[""upper_body_crops\\715_Banian_Women_person_01.jpg"", ""upper_body_crops\\715_Banian_Women_person_02.jpg""]",complete,
718_Rajpoots.jpg,people,group_3_to_5,cropped_originals\718_Rajpoots_cropped.jpg,colorized\718_Rajpoots_color.png,full_restored\718_Rajpoots_topaz.jpg,4,"[""upper_body_crops\\718_Rajpoots_person_01.jpg"", ""upper_body_crops\\718_Rajpoots_person_02.jpg"", ""upper_body_crops\\718_Rajpoots_person_03.jpg"", ""upper_body_crops\\718_Rajpoots_person_04.jpg""]",complete,
719_Lowana_Women.jpg,people,group_3_to_5,cropped_originals\719_Lowana_Women_cropped.jpg,colorized\719_Lowana_Women_color.png,full_restored\719_Lowana_Women_topaz.jpg,3,"[""upper_body_crops\\719_Lowana_Women_person_01.jpg"", ""upper_body_crops\\719_Lowana_Women_person_02.jpg"", ""upper_body_crops\\719_Lowana_Women_person_03.jpg""]",complete,
717_Bhattias.jpg,people,group_3_to_5,cropped_originals\717_Bhattias_cropped.jpg,colorized\717_Bhattias_color.png,full_restored\717_Bhattias_topaz.jpg,4,"[""upper_body_crops\\717_Bhattias_person_01.jpg"", ""upper_body_crops\\717_Bhattias_person_02.jpg"", ""upper_body_crops\\717_Bhattias_person_03.jpg"", ""upper_body_crops\\717_Bhattias_person_04.jpg""]",complete,
720_Baroots.jpg,people,group_3_to_5,cropped_originals\720_Baroots_cropped.jpg,colorized\720_Baroots_color.png,full_restored\720_Baroots_topaz.jpg,4,"[""upper_body_crops\\720_Baroots_person_01.jpg"", ""upper_body_crops\\720_Baroots_person_02.jpg"", ""upper_body_crops\\720_Baroots_person_03.jpg"", ""upper_body_crops\\720_Baroots_person_04.jpg""]",complete,
722_Golas_or_Hereditary_Slaves_of_Kattiawar.jpg,people,group_6_plus,cropped_originals\722_Golas_or_Hereditary_Slaves_of_Kattiawar_cropped.jpg,colorized\722_Golas_or_Hereditary_Slaves_of_Kattiawar_color.png,full_restored\722_Golas_or_Hereditary_Slaves_of_Kattiawar_topaz.jpg,5,"[""upper_body_crops\\722_Golas_or_Hereditary_Slaves_of_Kattiawar_person_01.jpg"", ""upper_body_crops\\722_Golas_or_Hereditary_Slaves_of_Kattiawar_person_02.jpg"", ""upper_body_crops\\722_Golas_or_Hereditary_Slaves_of_Kattiawar_person_03.jpg"", ""upper_body_crops\\722_Golas_or_Hereditary_Slaves_of_Kattiawar_person_04.jpg"", ""upper_body_crops\\722_Golas_or_Hereditary_Slaves_of_Kattiawar_person_05.jpg""]",complete,
721_Bhats.jpg,people,group_3_to_5,cropped_originals\721_Bhats_cropped.jpg,colorized\721_Bhats_color.png,full_restored\721_Bhats_topaz.jpg,2,"[""upper_body_crops\\721_Bhats_person_01.jpg"", ""upper_body_crops\\721_Bhats_person_02.jpg""]",complete,
724_Sadhoos_of_Gujarat.jpg,people,group_3_to_5,cropped_originals\724_Sadhoos_of_Gujarat_cropped.jpg,colorized\724_Sadhoos_of_Gujarat_color.png,full_restored\724_Sadhoos_of_Gujarat_topaz.jpg,4,"[""upper_body_crops\\724_Sadhoos_of_Gujarat_person_01.jpg"", ""upper_body_crops\\724_Sadhoos_of_Gujarat_person_02.jpg"", ""upper_body_crops\\724_Sadhoos_of_Gujarat_person_03.jpg"", ""upper_body_crops\\724_Sadhoos_of_Gujarat_person_04.jpg""]",complete,
723_Comfortable_Gosavis.jpg,people,group_3_to_5,cropped_originals\723_Comfortable_Gosavis_cropped.jpg,colorized\723_Comfortable_Gosavis_color.png,full_restored\723_Comfortable_Gosavis_topaz.jpg,2,"[""upper_body_crops\\723_Comfortable_Gosavis_person_01.jpg"", ""upper_body_crops\\723_Comfortable_Gosavis_person_02.jpg""]",complete,
725_Coombhars_or_Potters.jpg,people,group_6_plus,cropped_originals\725_Coombhars_or_Potters_cropped.jpg,colorized\725_Coombhars_or_Potters_color.png,full_restored\725_Coombhars_or_Potters_topaz.jpg,6,"[""upper_body_crops\\725_Coombhars_or_Potters_person_01.jpg"", ""upper_body_crops\\725_Coombhars_or_Potters_person_02.jpg"", ""upper_body_crops\\725_Coombhars_or_Potters_person_03.jpg"", ""upper_body_crops\\725_Coombhars_or_Potters_person_04.jpg"", ""upper_body_crops\\725_Coombhars_or_Potters_person_05.jpg"", ""upper_body_crops\\725_Coombhars_or_Potters_person_06.jpg""]",complete,
726_Dhed_Women_of_Surat.jpg,people,group_3_to_5,cropped_originals\726_Dhed_Women_of_Surat_cropped.jpg,colorized\726_Dhed_Women_of_Surat_color.png,full_restored\726_Dhed_Women_of_Surat_topaz.jpg,3,"[""upper_body_crops\\726_Dhed_Women_of_Surat_person_01.jpg"", ""upper_body_crops\\726_Dhed_Women_of_Surat_person_02.jpg"", ""upper_body_crops\\726_Dhed_Women_of_Surat_person_03.jpg""]",complete,
727_Goojeratte_Children.jpg,people,group_6_plus,cropped_originals\727_Goojeratte_Children_cropped.jpg,colorized\727_Goojeratte_Children_color.png,full_restored\727_Goojeratte_Children_topaz.jpg,33,"[""upper_body_crops\\727_Goojeratte_Children_person_01.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_02.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_03.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_04.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_05.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_06.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_07.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_08.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_09.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_10.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_11.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_12.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_13.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_14.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_15.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_16.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_17.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_18.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_19.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_20.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_21.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_22.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_23.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_24.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_25.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_26.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_27.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_28.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_29.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_30.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_31.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_32.jpg"", ""upper_body_crops\\727_Goojeratte_Children_person_33.jpg""]",complete,
728_Brahmins_of_the_Mahrattee_Country.jpg,people,group_6_plus,cropped_originals\728_Brahmins_of_the_Mahrattee_Country_cropped.jpg,colorized\728_Brahmins_of_the_Mahrattee_Country_color.png,full_restored\728_Brahmins_of_the_Mahrattee_Country_topaz.jpg,6,"[""upper_body_crops\\728_Brahmins_of_the_Mahrattee_Country_person_01.jpg"", ""upper_body_crops\\728_Brahmins_of_the_Mahrattee_Country_person_02.jpg"", ""upper_body_crops\\728_Brahmins_of_the_Mahrattee_Country_person_03.jpg"", ""upper_body_crops\\728_Brahmins_of_the_Mahrattee_Country_person_04.jpg"", ""upper_body_crops\\728_Brahmins_of_the_Mahrattee_Country_person_05.jpg"", ""upper_body_crops\\728_Brahmins_of_the_Mahrattee_Country_person_06.jpg""]",complete,
729_Brahmin_Women_of_the_Konkan.jpg,people,two_people,cropped_originals\729_Brahmin_Women_of_the_Konkan_cropped.jpg,colorized\729_Brahmin_Women_of_the_Konkan_color.png,full_restored\729_Brahmin_Women_of_the_Konkan_topaz.jpg,3,"[""upper_body_crops\\729_Brahmin_Women_of_the_Konkan_person_01.jpg"", ""upper_body_crops\\729_Brahmin_Women_of_the_Konkan_person_02.jpg"", ""upper_body_crops\\729_Brahmin_Women_of_the_Konkan_person_03.jpg""]",complete,
731_Camattee_Women.jpg,people,two_people,cropped_originals\731_Camattee_Women_cropped.jpg,colorized\731_Camattee_Women_color.png,full_restored\731_Camattee_Women_topaz.jpg,2,"[""upper_body_crops\\731_Camattee_Women_person_01.jpg"", ""upper_body_crops\\731_Camattee_Women_person_02.jpg""]",complete,
730_Chambars.jpg,people,group_3_to_5,cropped_originals\730_Chambars_cropped.jpg,colorized\730_Chambars_color.png,full_restored\730_Chambars_topaz.jpg,4,"[""upper_body_crops\\730_Chambars_person_01.jpg"", ""upper_body_crops\\730_Chambars_person_02.jpg"", ""upper_body_crops\\730_Chambars_person_03.jpg"", ""upper_body_crops\\730_Chambars_person_04.jpg""]",complete,
732_Canarese_Brahmin_Women.jpg,people,two_people,cropped_originals\732_Canarese_Brahmin_Women_cropped.jpg,colorized\732_Canarese_Brahmin_Women_color.png,full_restored\732_Canarese_Brahmin_Women_topaz.jpg,2,"[""upper_body_crops\\732_Canarese_Brahmin_Women_person_01.jpg"", ""upper_body_crops\\732_Canarese_Brahmin_Women_person_02.jpg""]",complete,
733_Agrees_or_Salt_Cultivators_of_Salsette.jpg,people,group_3_to_5,cropped_originals\733_Agrees_or_Salt_Cultivators_of_Salsette_cropped.jpg,colorized\733_Agrees_or_Salt_Cultivators_of_Salsette_color.png,full_restored\733_Agrees_or_Salt_Cultivators_of_Salsette_topaz.jpg,4,"[""upper_body_crops\\733_Agrees_or_Salt_Cultivators_of_Salsette_person_01.jpg"", ""upper_body_crops\\733_Agrees_or_Salt_Cultivators_of_Salsette_person_02.jpg"", ""upper_body_crops\\733_Agrees_or_Salt_Cultivators_of_Salsette_person_03.jpg"", ""upper_body_crops\\733_Agrees_or_Salt_Cultivators_of_Salsette_person_04.jpg""]",complete,
734_Mangs.jpg,people,group_6_plus,cropped_originals\734_Mangs_cropped.jpg,colorized\734_Mangs_color.png,full_restored\734_Mangs_topaz.jpg,6,"[""upper_body_crops\\734_Mangs_person_01.jpg"", ""upper_body_crops\\734_Mangs_person_02.jpg"", ""upper_body_crops\\734_Mangs_person_03.jpg"", ""upper_body_crops\\734_Mangs_person_04.jpg"", ""upper_body_crops\\734_Mangs_person_05.jpg"", ""upper_body_crops\\734_Mangs_person_06.jpg""]",complete,
735_Parsees_in_Plain_and_Holiday_Attire.jpg,people,group_3_to_5,cropped_originals\735_Parsees_in_Plain_and_Holiday_Attire_cropped.jpg,colorized\735_Parsees_in_Plain_and_Holiday_Attire_color.png,full_restored\735_Parsees_in_Plain_and_Holiday_Attire_topaz.jpg,3,"[""upper_body_crops\\735_Parsees_in_Plain_and_Holiday_Attire_person_01.jpg"", ""upper_body_crops\\735_Parsees_in_Plain_and_Holiday_Attire_person_02.jpg"", ""upper_body_crops\\735_Parsees_in_Plain_and_Holiday_Attire_person_03.jpg""]",complete,
